variable,x,y
salinity_depth,18.942829,0.0
salinity_depth,18.979739104,0.0
salinity_depth,19.016649208,0.0
salinity_depth,19.053559312,0.0
salinity_depth,19.090469416,0.0
salinity_depth,19.127379519999998,0.0
salinity_depth,19.164289624,0.0
salinity_depth,19.201199728,0.0
salinity_depth,19.238109832,0.0
salinity_depth,19.275019936,0.0
salinity_depth,19.31193004,0.0
salinity_depth,19.348840144,0.0
salinity_depth,19.385750248,0.0
salinity_depth,19.422660352,0.0
salinity_depth,19.459570455999998,0.0
salinity_depth,19.49648056,0.0
salinity_depth,19.533390664,0.0
salinity_depth,19.570300768,0.0
salinity_depth,19.607210872,0.0
salinity_depth,19.644120976,0.0
salinity_depth,19.68103108,0.0
salinity_depth,19.717941184,0.0
salinity_depth,19.754851288,0.0
salinity_depth,19.791761391999998,0.0
salinity_depth,19.828671496,0.0
salinity_depth,19.8655816,0.0
salinity_depth,19.902491704,0.0
salinity_depth,19.939401808,0.0
salinity_depth,19.976311912,0.0
salinity_depth,20.013222016,0.0
salinity_depth,20.05013212,0.0
salinity_depth,20.087042224,0.0
salinity_depth,20.123952328,0.0
salinity_depth,20.160862432,0.0
salinity_depth,20.197772536,0.0
salinity_depth,20.23468264,0.0
salinity_depth,20.271592744,0.0
salinity_depth,20.308502848,0.0
salinity_depth,20.345412952,0.0
salinity_depth,20.382323056,0.0
salinity_depth,20.41923316,0.0
salinity_depth,20.456143263999998,0.0
salinity_depth,20.493053367999998,0.0
salinity_depth,20.529963472,0.0
salinity_depth,20.566873576,0.0
salinity_depth,20.60378368,0.0
salinity_depth,20.640693784,0.0
salinity_depth,20.677603888,0.0
salinity_depth,20.714513992,0.0
salinity_depth,20.751424096,0.0
salinity_depth,20.7883342,0.0
salinity_depth,20.825244303999998,0.0
salinity_depth,20.862154408,0.0
salinity_depth,20.899064512,0.0
salinity_depth,20.935974616,0.0
salinity_depth,20.97288472,0.0
salinity_depth,21.009794824,0.0
salinity_depth,21.046704928,0.0
salinity_depth,21.083615032,0.0
salinity_depth,21.120525136,0.0
salinity_depth,21.157435239999998,0.0
salinity_depth,21.194345344,0.0
salinity_depth,21.231255448,0.0
salinity_depth,21.268165552,0.0
salinity_depth,21.305075656,0.0
salinity_depth,21.34198576,0.0
salinity_depth,21.378895864,0.0
salinity_depth,21.415805968,0.0
salinity_depth,21.452716072,0.0
salinity_depth,21.489626175999998,0.0
salinity_depth,21.52653628,0.0
salinity_depth,21.563446384,0.0
salinity_depth,21.600356488,0.0
salinity_depth,21.637266592,0.0
salinity_depth,21.674176696,0.0
salinity_depth,21.7110868,0.0
salinity_depth,21.747996904,0.0
salinity_depth,21.784907008,0.0
salinity_depth,21.821817111999998,0.0
salinity_depth,21.858727216,0.0
salinity_depth,21.89563732,0.0
salinity_depth,21.932547424,0.0
salinity_depth,21.969457528,0.0
salinity_depth,22.006367632,0.0
salinity_depth,22.043277736,0.0
salinity_depth,22.08018784,0.0
salinity_depth,22.117097944,0.0
salinity_depth,22.154008047999998,0.0
salinity_depth,22.190918152,0.0
salinity_depth,22.227828256,0.0
salinity_depth,22.26473836,0.0
salinity_depth,22.301648464,0.0
salinity_depth,22.338558568,0.0
salinity_depth,22.375468672,0.0
salinity_depth,22.412378776,0.0
salinity_depth,22.44928888,0.0
salinity_depth,22.486198983999998,0.0
salinity_depth,22.523109087999998,0.0
salinity_depth,22.560019192,0.0
salinity_depth,22.596929296,0.0
salinity_depth,22.6338394,0.0
salinity_depth,22.670749504,0.0
salinity_depth,22.707659608,0.0
salinity_depth,22.744569712,0.0
salinity_depth,22.781479816,0.0
salinity_depth,22.81838992,0.0
salinity_depth,22.855300023999998,0.0
salinity_depth,22.892210128,0.0
salinity_depth,22.929120232,0.0
salinity_depth,22.966030336,0.0
salinity_depth,23.00294044,0.0
salinity_depth,23.039850544,0.0
salinity_depth,23.076760648,0.0
salinity_depth,23.113670751999997,0.0
salinity_depth,23.150580855999998,0.0
salinity_depth,23.187490959999998,0.0
salinity_depth,23.224401064,0.0
salinity_depth,23.261311168,0.0
salinity_depth,23.298221272,0.0
salinity_depth,23.335131376,0.0
salinity_depth,23.37204148,0.0
salinity_depth,23.408951584,0.0
salinity_depth,23.445861688,0.0
salinity_depth,23.482771792,0.0
salinity_depth,23.519681895999998,0.0
salinity_depth,23.556592,0.0
salinity_depth,23.593502104,0.0
salinity_depth,23.630412208,0.0
salinity_depth,23.667322312,0.0
salinity_depth,23.704232416,0.0
salinity_depth,23.74114252,0.0
salinity_depth,23.778052623999997,0.0
salinity_depth,23.814962727999998,0.0
salinity_depth,23.851872831999998,0.0
salinity_depth,23.888782936,0.0
salinity_depth,23.92569304,0.0
salinity_depth,23.962603144,0.0
salinity_depth,23.999513248,0.0
salinity_depth,24.036423352,0.0
salinity_depth,24.073333456,0.0
salinity_depth,24.11024356,0.0
salinity_depth,24.147153664,0.0
salinity_depth,24.184063767999998,0.0
salinity_depth,24.220973872,0.0
salinity_depth,24.257883976,0.0
salinity_depth,24.29479408,0.0
salinity_depth,24.331704184,0.0
salinity_depth,24.368614288,0.0
salinity_depth,24.405524392,0.0
salinity_depth,24.442434495999997,0.0
salinity_depth,24.479344599999997,0.0
salinity_depth,24.516254703999998,0.0
salinity_depth,24.553164808,0.0
salinity_depth,24.590074912,0.0
salinity_depth,24.626985016,0.0
salinity_depth,24.66389512,0.0
salinity_depth,24.700805224,0.0
salinity_depth,24.737715328,0.0
salinity_depth,24.774625432,0.0
salinity_depth,24.811535536,0.0
salinity_depth,24.848445639999998,0.0
salinity_depth,24.885355743999998,0.0
salinity_depth,24.922265848,0.0
salinity_depth,24.959175952,0.0
salinity_depth,24.996086056,0.0
salinity_depth,25.03299616,0.0
salinity_depth,25.069906264,0.0
salinity_depth,25.106816367999997,0.0
salinity_depth,25.143726471999997,0.0
salinity_depth,25.180636575999998,0.0
salinity_depth,25.217546679999998,0.0
salinity_depth,25.254456784,0.0
salinity_depth,25.291366888,0.0
salinity_depth,25.328276992,0.0
salinity_depth,25.365187096,0.0
salinity_depth,25.4020972,0.0
salinity_depth,25.439007304,0.0
salinity_depth,25.475917408,0.0
salinity_depth,25.512827511999998,0.0
salinity_depth,25.549737616,0.0
salinity_depth,25.58664772,0.0
salinity_depth,25.623557824,0.0
salinity_depth,25.660467928,0.0
salinity_depth,25.697378032,0.0
salinity_depth,25.734288136,0.0
salinity_depth,25.771198239999997,0.0
salinity_depth,25.808108343999997,0.0
salinity_depth,25.845018447999998,0.0
salinity_depth,25.881928551999998,0.0
salinity_depth,25.918838656,0.0
salinity_depth,25.95574876,0.0
salinity_depth,25.992658864,0.0
salinity_depth,26.029568968,0.0
salinity_depth,26.066479072,0.0
salinity_depth,26.103389176,0.0
salinity_depth,26.14029928,0.0
salinity_depth,26.177209383999998,0.0
salinity_depth,26.214119488,0.0
salinity_depth,26.251029592,0.0
salinity_depth,26.287939696,0.0
salinity_depth,26.3248498,0.0
salinity_depth,26.361759904,0.0
salinity_depth,26.398670008,0.0
salinity_depth,26.435580111999997,0.0
salinity_depth,26.472490215999997,0.0
salinity_depth,26.509400319999997,0.0
salinity_depth,26.546310423999998,0.0
salinity_depth,26.583220528,0.0
salinity_depth,26.620130632,0.0
salinity_depth,26.657040736,0.0
salinity_depth,26.69395084,0.0
salinity_depth,26.730860944,0.0
salinity_depth,26.767771048,0.0
salinity_depth,26.804681152,0.0
salinity_depth,26.841591256,0.0
salinity_depth,26.87850136,0.0
salinity_depth,26.915411463999998,0.0
salinity_depth,26.952321568,0.0
salinity_depth,26.989231672,0.0
salinity_depth,27.026141776,0.0
salinity_depth,27.06305188,0.0
salinity_depth,27.099961983999997,0.0
salinity_depth,27.136872087999997,0.0
salinity_depth,27.173782191999997,0.0
salinity_depth,27.210692295999998,0.0
salinity_depth,27.247602399999998,0.0
salinity_depth,27.284512504,0.0
salinity_depth,27.321422608,0.0
salinity_depth,27.358332712,0.0
salinity_depth,27.395242816,0.0
salinity_depth,27.43215292,0.0
salinity_depth,27.469063024,0.0
salinity_depth,27.505973128,0.0
salinity_depth,27.542883231999998,0.0
salinity_depth,27.579793335999998,0.0
salinity_depth,27.61670344,0.0
salinity_depth,27.653613544000002,0.0
salinity_depth,27.690523648,0.0
salinity_depth,27.727433752,0.0
salinity_depth,27.764343856,1.1102230246251565E-16
salinity_depth,27.801253959999997,1.1102230246251565E-16
salinity_depth,27.838164063999997,1.1102230246251565E-16
salinity_depth,27.875074167999998,1.1102230246251565E-16
salinity_depth,27.911984271999998,1.1102230246251565E-16
salinity_depth,27.948894376,1.1102230246251565E-16
salinity_depth,27.98580448,2.220446049250313E-16
salinity_depth,28.022714584,2.220446049250313E-16
salinity_depth,28.059624688,3.3306690738754696E-16
salinity_depth,28.096534792,3.3306690738754696E-16
salinity_depth,28.133444896,4.440892098500626E-16
salinity_depth,28.170355,4.440892098500626E-16
salinity_depth,28.207265103999998,5.551115123125783E-16
salinity_depth,28.244175207999998,6.661338147750939E-16
salinity_depth,28.281085312000002,8.881784197001252E-16
salinity_depth,28.317995416000002,9.992007221626409E-16
salinity_depth,28.35490552,1.2212453270876722E-15
salinity_depth,28.391815624,1.5543122344752192E-15
salinity_depth,28.428725728,1.7763568394002505E-15
salinity_depth,28.465635831999997,2.220446049250313E-15
salinity_depth,28.502545935999997,2.6645352591003757E-15
salinity_depth,28.539456039999997,3.219646771412954E-15
salinity_depth,28.576366143999998,3.885780586188048E-15
salinity_depth,28.613276248,4.6629367034256575E-15
salinity_depth,28.650186352,5.662137425588298E-15
salinity_depth,28.687096456,6.772360450213455E-15
salinity_depth,28.72400656,8.215650382226158E-15
salinity_depth,28.760916664,9.880984919163893E-15
salinity_depth,28.797826768,1.199040866595169E-14
salinity_depth,28.834736872,1.454392162258955E-14
salinity_depth,28.871646975999997,1.7541523789077473E-14
salinity_depth,28.908557079999998,2.120525977034049E-14
salinity_depth,28.945467184,2.5646151868841116E-14
salinity_depth,28.982377288000002,3.097522238704187E-14
salinity_depth,29.019287392,3.752553823233029E-14
salinity_depth,29.056197496,4.54081217071689E-14
salinity_depth,29.0931076,5.5067062021407764E-14
salinity_depth,29.130017703999997,6.661338147750939E-14
salinity_depth,29.166927807999997,8.071321389024888E-14
salinity_depth,29.203837911999997,9.781064846947629E-14
salinity_depth,29.240748015999998,1.1857181902996672E-13
salinity_depth,29.277658119999998,1.4377388168895777E-13
salinity_depth,29.314568224,1.7430501486614958E-13
salinity_depth,29.351478328,2.1149748619109232E-13
salinity_depth,29.388388432,2.565725409908737E-13
salinity_depth,29.425298536,3.113065361048939E-13
salinity_depth,29.46220864,3.7780889527994077E-13
salinity_depth,29.499118744,4.586331314726522E-13
salinity_depth,29.536028847999997,5.568878691519785E-13
salinity_depth,29.572938952,6.763478666016454E-13
salinity_depth,29.609849056,8.216760605250784E-13
salinity_depth,29.646759160000002,9.984235660454033E-13
salinity_depth,29.683669264,1.213473765915296E-12
salinity_depth,29.720579368,1.4751533328194455E-12
salinity_depth,29.757489472,1.7937873408868654E-12
salinity_depth,29.794399575999996,2.1815882433884326E-12
salinity_depth,29.831309679999997,2.6539881403664367E-12
salinity_depth,29.868219783999997,3.229305711727193E-12
salinity_depth,29.905129887999998,3.930411551777979E-12
salinity_depth,29.942039991999998,4.784728169227037E-12
salinity_depth,29.978950096,5.826117366325434E-12
salinity_depth,30.0158602,7.095768417286763E-12
salinity_depth,30.052770304,8.644085447429006E-12
salinity_depth,30.089680408,1.0532796856921323E-11
salinity_depth,30.126590512,1.2837175766833298E-11
salinity_depth,30.163500616,1.5649259665906357E-11
salinity_depth,30.200410719999997,1.9081958235744878E-11
salinity_depth,30.237320824,2.327282810909992E-11
salinity_depth,30.274230928,2.839095625262189E-11
salinity_depth,30.311141032000002,3.464262210428615E-11
salinity_depth,30.348051136,4.228040140219491E-11
salinity_depth,30.38496124,5.1614601481730915E-11
